iter	Logloss
372	0.05914474593
373	0.05902389006
374	0.05888422156
375	0.05878401926
376	0.05858995561
377	0.05848864097
378	0.05838644494
379	0.05831643355
380	0.05818234364
381	0.05805128669
382	0.05797433598
383	0.05789749069
384	0.05782402112
385	0.05771862468
386	0.05751471768
387	0.05739566449
388	0.05726242331
389	0.05709280686
390	0.05695295789
391	0.05673693307
392	0.05664243309
393	0.05651951416
394	0.05643775896
395	0.05628938088
396	0.05612259999
397	0.05599956418
398	0.05591259994
399	0.05582422265
400	0.05575268762
401	0.05567336003
402	0.05559298538
403	0.05551740488
404	0.05543640988
405	0.05530739971
406	0.0551813015
407	0.05507720327
408	0.0550075692
409	0.05493219293
410	0.05485129374
411	0.05478829122
412	0.05463803406
413	0.05437897864
414	0.05425688717
415	0.0541960303
416	0.05412789873
417	0.05394767521
418	0.05388027072
419	0.05380392349
420	0.0536848896
421	0.05355883782
422	0.05349223008
423	0.05341955429
424	0.05335222807
425	0.05321551962
426	0.05304717619
427	0.05286695761
428	0.05279166263
429	0.05272767858
430	0.05265524712
431	0.05252832373
432	0.05233957792
433	0.05224128843
434	0.05210676714
435	0.05204949402
436	0.05187180555
437	0.05180990198
438	0.05173105995
439	0.05164066414
440	0.05154662983
441	0.05146417512
442	0.05137197653
443	0.05128502916
444	0.05121081568
445	0.05116905218
446	0.05108965147
447	0.05103169613
448	0.05096202098
449	0.05087021588
450	0.05081200247
451	0.05070173669
452	0.05053578045
453	0.05042727176
454	0.050253887
455	0.05020837341
456	0.0501604153
457	0.05004375175
458	0.04995203574
459	0.04987227515
460	0.04977590409
461	0.04955762879
462	0.04950056969
463	0.04944884733
464	0.04938620247
465	0.04925061013
466	0.04916537735
467	0.04906628698
468	0.04901651149
469	0.04888429932
470	0.04883201939
471	0.04876958022
472	0.04859107876
473	0.04851976879
474	0.04842669859
475	0.04835294355
476	0.04827525553
477	0.04807178196
478	0.04799789726
479	0.04791356276
480	0.04785076918
481	0.04770043992
482	0.04757382864
483	0.04747556628
484	0.04732706407
485	0.04725528879
486	0.04717100885
487	0.04707655875
488	0.04696078513
489	0.04686322715
490	0.04678094687
491	0.04666572128
492	0.04657404541
493	0.04649160749
494	0.04637818217
495	0.04631481647
496	0.046247388
497	0.04616912969
498	0.04608547394
499	0.04598820304
500	0.04589959804
501	0.04575567235
502	0.04568198524
503	0.04558836356
504	0.04552653053
505	0.04539948365
506	0.04526518257
507	0.04514535224
508	0.04507775784
509	0.04500641071
510	0.04492132291
511	0.04482106296
512	0.04472771604
513	0.04465048459
514	0.04449781256
515	0.04438492416
516	0.04433247667
517	0.0441961912
518	0.04414072341
519	0.04406002115
520	0.04400743422
521	0.04394677678
522	0.04389156268
523	0.04382520463
524	0.04378778553
525	0.04374038796
526	0.04360024428
527	0.04351719102
528	0.04334811692
529	0.04319451188
530	0.04310213616
531	0.04307100059
532	0.04293136565
533	0.04281457116
534	0.04272887294
535	0.04266976008
536	0.04255221361
537	0.04248376246
538	0.04242462316
539	0.04230814175
540	0.04220459568
541	0.04214728091
542	0.04204855325
543	0.04192830441
544	0.04188088825
545	0.04181001374
546	0.04173000633
547	0.04161552533
548	0.04156432056
549	0.0414945478
550	0.04141211559
551	0.04136463061
552	0.04131028561
553	0.04126695407
554	0.04116310704
555	0.04111473803
556	0.04104444951
557	0.04094486533
558	0.04089168155
559	0.04077638862
560	0.04064281607
561	0.04055736439
562	0.0404259945
563	0.04037364554
564	0.0403197072
565	0.04024437361
566	0.04018988515
567	0.04012217673
568	0.04007774284
569	0.04003198649
570	0.03997590615
571	0.03990207042
572	0.03978648287
573	0.03970905839
574	0.03967252583
575	0.03959820011
576	0.03955912613
577	0.03951131342
578	0.03942409042
579	0.03936344647
580	0.0392979584
581	0.03924827617
582	0.03920495178
583	0.03910574223
584	0.03905007538
585	0.03899777104
586	0.0389334315
587	0.03888025756
588	0.03883330494
589	0.03876682983
590	0.03866380038
591	0.03860503225
592	0.0385247916
593	0.03842249672
594	0.03832095828
595	0.03826190558
596	0.03818563167
597	0.03808057688
598	0.03797934723
599	0.03789168962
600	0.03781273441
601	0.03775256458
602	0.03769992239
603	0.03761444992
604	0.0375443962
605	0.03749472508
606	0.03743652177
607	0.03739896415
608	0.03727809086
609	0.03721423448
610	0.03716180234
611	0.03710731335
612	0.03702915983
613	0.03696286129
614	0.03685878878
615	0.03677076189
616	0.03673645162
617	0.03663915714
618	0.036573536
619	0.03652282752
620	0.03642911521
621	0.03636578767
622	0.03630454733
623	0.03627070635
624	0.03622727492
625	0.03613059144
626	0.03607437516
627	0.03602775582
628	0.03599167274
629	0.03594611631
630	0.0358751116
631	0.03582301504
632	0.03572729997
633	0.03567698701
634	0.03555561465
635	0.03551292801
636	0.03545945025
637	0.0354199679
638	0.03528201532
639	0.0352323811
640	0.0351570347
641	0.0350968299
642	0.03504911983
643	0.03494692681
644	0.03489610469
645	0.03483462008
646	0.03476015123
647	0.03472001883
648	0.03465402155
649	0.03456356426
650	0.03447726494
651	0.03441405849
652	0.03433385627
653	0.03428140782
654	0.03425005198
655	0.03418086799
656	0.03415806767
657	0.03411395564
658	0.03407243155
659	0.03403522867
660	0.03399478646
661	0.0339648825
662	0.03392502306
663	0.03387024939
664	0.03377444842
665	0.0337411954
666	0.03369661469
667	0.03361783851
668	0.03358449345
669	0.03354402501
670	0.0334783147
671	0.03344256709
672	0.03339880372
673	0.03335708032
674	0.03333100302
675	0.03324513176
676	0.03320084488
677	0.03314469168
678	0.03311808759
679	0.03306716671
680	0.03298643462
681	0.03293508377
682	0.03289334082
683	0.03283656085
684	0.03277512448
685	0.03270979249
686	0.03268569146
687	0.03261397617
688	0.03256036025
689	0.03249064255
690	0.0324141908
691	0.0323823185
692	0.03235132415
693	0.03225848986
694	0.03222087182
695	0.03215062032
696	0.03210669855
697	0.03205524948
698	0.03198878176
699	0.03195830137
700	0.03189154545
701	0.03184005594
702	0.03180592411
703	0.03178295727
704	0.03168953625
705	0.03163203909
706	0.03150263264
707	0.03147611023
708	0.03144196035
709	0.03141953038
710	0.03137321133
711	0.03130750093
712	0.0312491086
713	0.03120091278
714	0.03117612375
715	0.03109264792
716	0.03097475995
717	0.03088552397
718	0.03084110168
719	0.03081457791
720	0.03077173754
721	0.03074043606
722	0.0306999953
723	0.03060893977
724	0.03057708762
725	0.03055061804
726	0.03052808852
727	0.0304872679
728	0.030437134
729	0.03036957933
730	0.03034114295
731	0.03021669512
732	0.03017862306
733	0.03011947479
734	0.03005991588
735	0.02998598333
736	0.02989349725
737	0.02982877735
738	0.02979917227
739	0.0297618884
740	0.02971868781
741	0.02968695355
742	0.02966040596
743	0.02959138057
744	0.02956224996
745	0.02953834394
746	0.02944712535
747	0.02938635981
748	0.02932531901
749	0.029301715
750	0.02927716195
751	0.02920785705
752	0.02917097665
753	0.02914791998
754	0.02910479972
755	0.02907445676
756	0.02904058727
757	0.02901008969
758	0.02895235797
759	0.02893005694
760	0.02888244433
761	0.02885651827
762	0.02878696404
763	0.02874482161
764	0.02870904827
765	0.02866934881
766	0.02864920954
767	0.02862734762
768	0.02857900267
769	0.02854887736
770	0.02851370954
771	0.02848787936
772	0.02843464382
773	0.02839445575
774	0.02836392697
775	0.02832851891
776	0.02830490366
777	0.0282376377
778	0.02815167789
779	0.02808482463
780	0.02800597809
781	0.02796298337
782	0.02791940792
783	0.02788915152
784	0.02782665289
785	0.02773755361
786	0.02766351945
787	0.0275995308
788	0.02754184773
789	0.02743583692
790	0.02740364986
791	0.0273707893
792	0.02734536654
793	0.02731028468
794	0.02724805089
795	0.02722094964
796	0.02718982465
797	0.02716862603
798	0.0271328877
799	0.02708413719
800	0.02704503433
801	0.02700226922
802	0.02695384905
803	0.02690156824
804	0.02684577902
805	0.02678194036
806	0.02672750081
807	0.0267053691
808	0.02667658375
809	0.02665028513
810	0.02658701529
811	0.02655081281
812	0.02644200004
813	0.02642222356
814	0.02635830425
815	0.02633584636
816	0.02629032075
817	0.02626482292
818	0.0261841115
819	0.02608681243
820	0.02601649441
821	0.0259837204
822	0.02596218764
823	0.02589453842
824	0.02583304631
825	0.02580573903
826	0.02577495946
827	0.02570875146
828	0.02567547188
829	0.02559548308
830	0.02557469837
831	0.02555572895
832	0.02552185139
833	0.02550360115
834	0.02547288417
835	0.02543295974
836	0.0254066974
837	0.02536817059
838	0.02535205921
839	0.02529457202
840	0.02525711292
841	0.02522034628
842	0.02518521757
843	0.02510970163
844	0.02508406655
845	0.02503316245
846	0.02499402766
847	0.02496643255
848	0.0249430879
849	0.02486741843
850	0.02484682908
851	0.02478558717
852	0.02476699944
853	0.02471769718
854	0.02464493149
855	0.02459950751
856	0.02457037293
857	0.02451529868
858	0.02448795137
859	0.02445100065
860	0.02443274283
861	0.02437095593
862	0.02433067022
863	0.02430800334
864	0.02428498875
865	0.02425519365
866	0.02421248587
867	0.02416332694
868	0.02412246959
869	0.0241071856
870	0.02407122602
871	0.02402944783
872	0.02401142229
873	0.02397998588
874	0.02395748408
875	0.02391378177
876	0.02389000761
877	0.02386106476
878	0.0238227995
879	0.02378016489
880	0.02375398849
881	0.0237364725
882	0.02370585251
883	0.02366272256
884	0.02362261984
885	0.02358237554
886	0.02353920607
887	0.02348762029
888	0.02343870424
889	0.02341999567
890	0.02338718979
891	0.02336156749
892	0.0233419563
893	0.02329899072
894	0.02327145518
895	0.02321503095
896	0.02318418741
897	0.02312343839
898	0.02308959761
899	0.02303655249
900	0.02300203746
901	0.02294981974
902	0.02291355552
903	0.02287649926
904	0.02286037635
905	0.02282181721
906	0.02280339051
907	0.02275330439
908	0.02270900963
909	0.02269092855
910	0.02266757638
911	0.02264316071
912	0.02262247842
913	0.02259405248
914	0.02256012812
915	0.02254495368
916	0.02250462156
917	0.02249260438
918	0.02246701847
919	0.0224416051
920	0.02242309856
921	0.02241108345
922	0.02238657244
923	0.02235033551
924	0.02230285659
925	0.02228006496
926	0.02224156452
927	0.02220746816
928	0.02218636101
929	0.02216403049
930	0.02215103734
931	0.02210266257
932	0.02207720476
933	0.02204871978
934	0.02200885765
935	0.02198468939
936	0.02193383522
937	0.02190462849
938	0.02186190381
939	0.02184096455
940	0.02178713746
941	0.02175856769
942	0.02174236036
943	0.02172743221
944	0.02170206043
945	0.02166776684
946	0.02163189178
947	0.02161416252
948	0.02158457013
949	0.02156157448
950	0.02153577717
951	0.02149835819
952	0.02148318437
953	0.02146202345
954	0.02142067851
955	0.0213904616
956	0.02137498064
957	0.02133490407
958	0.0213154052
959	0.02127187197
960	0.02123513934
961	0.02119392721
962	0.02117820809
963	0.02113575709
964	0.02110021541
965	0.02105687444
966	0.02104053121
967	0.02102720919
968	0.02100211037
969	0.02098313667
970	0.02095332706
971	0.02093943246
972	0.02091993922
973	0.02090295829
974	0.02086532029
975	0.02083075872
976	0.02080247701
977	0.02077854731
978	0.0207638951
979	0.02072868682
980	0.02070775491
981	0.02068564284
982	0.02067067606
983	0.020628549
984	0.02057653698
985	0.02053734433
986	0.02049006236
987	0.02047723738
988	0.02043668278
989	0.02041916988
990	0.0204018312
991	0.0203812649
992	0.02035679446
993	0.02032756711
994	0.02028478789
995	0.02025312537
996	0.02020992003
997	0.02019348393
998	0.02016507985
999	0.02011559376
